chapter	index	quest_title	item_id	filename	source	source_texture	out_w	out_h
create	64	3B10D31EFD80798C	create:clockwork_bearing	by_chapter/create/64_3b10d31efd80798c__create__clockwork_bearing.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/clockwork_bearing_side.png	512	512
create	65	00DFC7824C3750FB	minecraft:soul_campfire	by_chapter/create/65_00dfc7824c3750fb__minecraft__soul_campfire.png	1.21.1.jar	assets/minecraft/textures/item/soul_campfire.png	512	512
create	66	12C789BF2D021A55	minecraft:campfire	by_chapter/create/66_12c789bf2d021a55__minecraft__campfire.png	1.21.1.jar	assets/minecraft/textures/item/campfire.png	512	512
create	67	49EE6F88CD93352E	minecraft:lava_bucket	by_chapter/create/67_49ee6f88cd93352e__minecraft__lava_bucket.png	1.21.1.jar	assets/minecraft/textures/item/lava_bucket.png	512	512
create	68	1A541F8D6FF3C21B	minecraft:water_bucket	by_chapter/create/68_1a541f8d6ff3c21b__minecraft__water_bucket.png	1.21.1.jar	assets/minecraft/textures/item/water_bucket.png	512	512
create	69	7452A3A5599B09AB	create:andesite_funnel	by_chapter/create/69_7452a3a5599b09ab__create__andesite_funnel.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/andesite_block.png	512	512
create	70	52C1D5727A82A72F	create:andesite_tunnel	by_chapter/create/70_52c1d5727a82a72f__create__andesite_tunnel.png	1.21.1.jar	assets/minecraft/textures/block/polished_andesite.png	512	512
create	71	3EADB5F22FAD4A56	create:brass_tunnel	by_chapter/create/71_3eadb5f22fad4a56__create__brass_tunnel.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/brass_block.png	512	512
create	72	757B12A4C7F7D355	create:brass_funnel	by_chapter/create/72_757b12a4c7f7d355__create__brass_funnel.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/brass_block.png	512	512
create	73	Don't wear this, it's not for clothes.	create:belt_connector	by_chapter/create/73_dont_wear_this_its_not_for_clothes__create__belt_connector.png	create-1.21.1-6.0.10.jar	assets/create/textures/item/belt_connector.png	512	512
create	74	Rod of Constant Rotation	create:shaft	by_chapter/create/74_rod_of_constant_rotation__create__shaft.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create	75	1CE6DB5F873483AF	create:chute	by_chapter/create/75_1ce6db5f873483af__create__chute.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/industrial_iron_block.png	512	512
create	76	03FAA1891E7D56FD	create:smart_chute	by_chapter/create/76_03faa1891e7d56fd__create__smart_chute.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/chute_smart.png	512	512
create	77	2A0F7A2AA1C0E9C1	create:filter	by_chapter/create/77_2a0f7a2aa1c0e9c1__create__filter.png	create-1.21.1-6.0.10.jar	assets/create/textures/item/filter.png	512	512
create	78	0A6F439E158D1525	create:attribute_filter	by_chapter/create/78_0a6f439e158d1525__create__attribute_filter.png	create-1.21.1-6.0.10.jar	assets/create/textures/item/attribute_filter.png	512	512
create	79	07680D1563629D55	create:depot	by_chapter/create/79_07680d1563629d55__create__depot.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/andesite_casing.png	512	512
create	80	0E491A562DF88795	create:weighted_ejector	by_chapter/create/80_0e491a562df88795__create__weighted_ejector.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/weighted_ejector_top.png	512	512
create	81	44E0DDEE0578557F	create:item_vault	by_chapter/create/81_44e0ddee0578557f__create__item_vault.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/vault/vault_top_small.png	512	512
create	82	Redstone + Create = Complicated	minecraft:redstone	by_chapter/create/82_redstone_create_complicated__minecraft__redstone.png	1.21.1.jar	assets/minecraft/textures/item/redstone.png	512	512
create	84	0C8D19B106618A91	create:gearbox	by_chapter/create/84_0c8d19b106618a91__create__gearbox.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create	85	16CD1CC9F70A91AF	create:adjustable_chain_gearshift	by_chapter/create/85_16cd1cc9f70a91af__create__adjustable_chain_gearshift.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/adjustable_chain_gearshift.png	512	512
create	86	219E307B851DB05A	create:gearshift	by_chapter/create/86_219e307b851db05a__create__gearshift.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create	87	74ADDF7066B30B3F	create:encased_chain_drive	by_chapter/create/87_74addf7066b30b3f__create__encased_chain_drive.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/encased_chain_drive.png	512	512
create	88	155FBDDA1C6194CA	create:contraption_controls	by_chapter/create/88_155fbdda1c6194ca__create__contraption_controls.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/andesite_casing.png	512	512
create	89	5FF617620A38A716	create:super_glue	by_chapter/create/89_5ff617620a38a716__create__super_glue.png	create-1.21.1-6.0.10.jar	assets/create/textures/item/super_glue.png	512	512
create	90	12913E20A87ABA1F	create:rope_pulley	by_chapter/create/90_12913e20a87aba1f__create__rope_pulley.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/pulley_magnet.png	512	512
create	91	617D59D4F14FA3AE	create:cart_assembler	by_chapter/create/91_617d59d4f14fa3ae__create__cart_assembler.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/cart_assembler_side.png	512	512
create	92	2BC564546A48616B	create:mechanical_bearing	by_chapter/create/92_2bc564546a48616b__create__mechanical_bearing.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/mechanical_bearing_side.png	512	512
create	93	Mechanical Piston	create:sticky_mechanical_piston	by_chapter/create/93_mechanical_piston__create__sticky_mechanical_piston.png	1.21.1.jar	assets/minecraft/textures/block/piston_top_sticky.png	512	512
create	94	65A2AC554D856D93	create:gantry_carriage	by_chapter/create/94_65a2ac554d856d93__create__gantry_carriage.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/andesite_casing.png	512	512
create	95	3887DB2CA518BC26	create:radial_chassis	by_chapter/create/95_3887db2ca518bc26__create__radial_chassis.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/radial_chassis_side.png	512	512
create	96	7E8E6019017D76EC	create:sticker	by_chapter/create/96_7e8e6019017d76ec__create__sticker.png	1.21.1.jar	assets/minecraft/textures/block/piston_bottom.png	512	512
create	97	2246A107ECC3CBC5	create:schematicannon	by_chapter/create/97_2246a107ecc3cbc5__create__schematicannon.png	1.21.1.jar	assets/minecraft/textures/block/spruce_log.png	512	512
create	98	4267B97B18413E1D	create:mechanical_pump	by_chapter/create/98_4267b97b18413e1d__create__mechanical_pump.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/pump.png	512	512
create	99	4F61B1F3D1E2C6E2	create:fluid_tank	by_chapter/create/99_4f61b1f3d1e2c6e2__create__fluid_tank.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/fluid_tank.png	512	512
create	100	Chair.	ftbfiltersystem:smart_filter	by_chapter/create/100_chair__ftbfiltersystem__smart_filter.png	ftb-filter-system-neoforge-21.1.4.jar	assets/ftbfiltersystem/textures/item/smart_filter.png	512	512
create	101	Are they just gears, but named differently?	ftbfiltersystem:smart_filter	by_chapter/create/101_are_they_just_gears_but_named_differently__ftbfiltersystem__smart_filter.png	ftb-filter-system-neoforge-21.1.4.jar	assets/ftbfiltersystem/textures/item/smart_filter.png	512	512
create	102	6C26214738805896	create:goggles	by_chapter/create/102_6c26214738805896__create__goggles.png	create-1.21.1-6.0.10.jar	assets/create/textures/item/goggles.png	512	512
create	103	72F3965D09F3B6F0	createaddition:straw	by_chapter/create/103_72f3965d09f3b6f0__createaddition__straw.png	createaddition-1.6.0.jar	assets/createaddition/textures/item/straw.png	512	512
create	104	5C06543962E420C4	createaddition:electric_motor	by_chapter/create/104_5c06543962e420c4__createaddition__electric_motor.png	createaddition-1.6.0.jar	assets/createaddition/textures/block/electric_motor/brass_electric_motor.png	512	512
create	105	17541CB8E37D10F1	createaddition:alternator	by_chapter/create/105_17541cb8e37d10f1__createaddition__alternator.png	createaddition-1.6.0.jar	assets/createaddition/textures/block/alternator/alternator.png	512	512
create	106	152333F57A5C1913	createaddition:rolling_mill	by_chapter/create/106_152333f57a5c1913__createaddition__rolling_mill.png	createaddition-1.6.0.jar	assets/createaddition/textures/block/rolling_mill/andesite_casing_short.png	512	512
create	107	3C67BDE80F43FF9E	createaddition:tesla_coil	by_chapter/create/107_3c67bde80f43ff9e__createaddition__tesla_coil.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/brass_block.png	512	512
create	108	39CF18F0C2B06818	createaddition:modular_accumulator	by_chapter/create/108_39cf18f0c2b06818__createaddition__modular_accumulator.png	createaddition-1.6.0.jar	assets/createaddition/textures/block/modular_accumulator/block.png	512	512
create	109	1ABC2ADBFEF3144D	createaddition:connector	by_chapter/create/109_1abc2adbfef3144d__createaddition__connector.png	createaddition-1.6.0.jar	assets/createaddition/textures/item/connector.png	512	512
create	110	3F8B59B04E26C1C2	createaddition:redstone_relay	by_chapter/create/110_3f8b59b04e26c1c2__createaddition__redstone_relay.png	createaddition-1.6.0.jar	assets/createaddition/textures/block/redstone_relay/redstone_relay_stone.png	512	512
create	111	0C28FF9D09B326D7	create_things_and_misc:train_buffer	by_chapter/create/111_0c28ff9d09b326d7__create_things_and_misc__train_buffer.png	create_things_and_misc-4.1.1-neoforge-1.21.1.jar	assets/create_things_and_misc/textures/block/sturdy_sheet_block.png	512	512
create	112	23D1935F6FBE0303	create_things_and_misc:portable_whistle	by_chapter/create/112_23d1935f6fbe0303__create_things_and_misc__portable_whistle.png	create_things_and_misc-4.1.1-neoforge-1.21.1.jar	assets/create_things_and_misc/textures/item/particules_invisible.png	512	512
create	113	5301642EE0752220	create_things_and_misc:train_stop	by_chapter/create/113_5301642ee0752220__create_things_and_misc__train_stop.png	create_things_and_misc-4.1.1-neoforge-1.21.1.jar	assets/create_things_and_misc/textures/item/train_stop_item.png	512	512
create	114	52490456CC021CD1	create_things_and_misc:brass_speaker	by_chapter/create/114_52490456cc021cd1__create_things_and_misc__brass_speaker.png	create_things_and_misc-4.1.1-neoforge-1.21.1.jar	assets/create_things_and_misc/textures/block/railway_casing.png	512	512
create	115	Copycat	create:copycat_panel	by_chapter/create/115_copycat__create__copycat_panel.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/copycat_base.png	512	512
create	116	&6Welcome to All of Create!	ftbquests:custom_icon	MISSING				
create	117	712A93B1E8B43823	create:packager	by_chapter/create/117_712a93b1e8b43823__create__packager.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/packager_particle.png	512	512
create	118	6159D6897C4438D4	create:package_frogport	by_chapter/create/118_6159d6897c4438d4__create__package_frogport.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/vault/vault_top_small.png	512	512
create	119	34CCA6F8CBC2F2DF	create_mobile_packages:robo_bee	by_chapter/create/119_34cca6f8cbc2f2df__create_mobile_packages__robo_bee.png	create_mobile_packages-1.21.1-0.7.6.jar	assets/create_mobile_packages/textures/item/robo_bee.png	512	512
create	120	44C1420F49F77E62	create:repackager	by_chapter/create/120_44c1420f49f77e62__create__repackager.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/repackager_particle.png	512	512
create_connected	00	Chapter -  &eConnected	create_connected:encased_chain_cogwheel	by_chapter/create_connected/00_chapter_-_connected__create_connected__encased_chain_cogwheel.png	1.21.1.jar	assets/minecraft/textures/block/stripped_spruce_log_top.png	512	512
create_connected	01	4B3DE2788D5D543C	create_connected:redstone_link_wildcard	by_chapter/create_connected/01_4b3de2788d5d543c__create_connected__redstone_link_wildcard.png	create_connected-1.2.2-mc1.21.1.jar	assets/create_connected/textures/item/redstone_link_wildcard.png	512	512
create_connected	02	5C61D230E8A41A99	create:brass_sheet	by_chapter/create_connected/02_5c61d230e8a41a99__create__brass_sheet.png	create-1.21.1-6.0.10.jar	assets/create/textures/item/brass_sheet.png	512	512
create_connected	03	7A22F754E879815D	create_connected:brass_gearbox	by_chapter/create_connected/03_7a22f754e879815d__create_connected__brass_gearbox.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create_connected	04	Obtain Brass casing	create:brass_casing	by_chapter/create_connected/04_obtain_brass_casing__create__brass_casing.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/brass_casing.png	512	512
create_connected	05	Obtain Kinetic Battery	create_connected:kinetic_battery	by_chapter/create_connected/05_obtain_kinetic_battery__create_connected__kinetic_battery.png	create_connected-1.2.2-mc1.21.1.jar	assets/create_connected/textures/block/kinetic_battery/level_0_discharge.png	512	512
create_connected	06	1C709492F2F78BB9	create_connected:inventory_access_port	by_chapter/create_connected/06_1c709492f2f78bb9__create_connected__inventory_access_port.png	create_connected-1.2.2-mc1.21.1.jar	assets/create_connected/textures/block/inventory_access_port_off.png	512	512
create_connected	07	29882BA136A365CC	create:golden_sheet	by_chapter/create_connected/07_29882ba136a365cc__create__golden_sheet.png	create-1.21.1-6.0.10.jar	assets/create/textures/item/golden_sheet.png	512	512
create_connected	08	Obtain Control Chip	create_connected:control_chip	by_chapter/create_connected/08_obtain_control_chip__create_connected__control_chip.png	create_connected-1.2.2-mc1.21.1.jar	assets/create_connected/textures/item/control_chip.png	512	512
create_connected	09	Obtain pulse Generator	create_connected:sequenced_pulse_generator	by_chapter/create_connected/09_obtain_pulse_generator__create_connected__sequenced_pulse_generator.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/diodes/brass_diode_base.png	512	512
create_connected	10	Charge Kinetic Battery	create_connected:charged_kinetic_battery	by_chapter/create_connected/10_charge_kinetic_battery__create_connected__charged_kinetic_battery.png	create_connected-1.2.2-mc1.21.1.jar	assets/create_connected/textures/block/kinetic_battery/level_5_discharge.png	512	512
create_connected	11	1EE4A5C43CE2B840	create_connected:empty_fan_catalyst	by_chapter/create_connected/11_1ee4a5c43ce2b840__create_connected__empty_fan_catalyst.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/funnel/brass_funnel_frame.png	512	512
create_connected	12	726C3E3376580AF4	create_connected:fan_blasting_catalyst	by_chapter/create_connected/12_726c3e3376580af4__create_connected__fan_blasting_catalyst.png	1.21.1.jar	assets/minecraft/textures/block/lava_still.png	512	512
create_connected	13	22464F35204CBECE	create_connected:fan_smoking_catalyst	by_chapter/create_connected/13_22464f35204cbece__create_connected__fan_smoking_catalyst.png	1.21.1.jar	assets/minecraft/textures/block/netherrack.png	512	512
create_connected	14	0F7DF9F8B161AD3F	create_connected:fan_splashing_catalyst	by_chapter/create_connected/14_0f7df9f8b161ad3f__create_connected__fan_splashing_catalyst.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/funnel/brass_funnel_frame.png	512	512
create_connected	15	356481588F239F15	create_connected:fan_haunting_catalyst	by_chapter/create_connected/15_356481588f239f15__create_connected__fan_haunting_catalyst.png	1.21.1.jar	assets/minecraft/textures/block/soul_sand.png	512	512
create_connected	16	4518E6ABC94B732C	create_connected:fan_seething_catalyst	by_chapter/create_connected/16_4518e6abc94b732c__create_connected__fan_seething_catalyst.png	create_connected-1.2.2-mc1.21.1.jar	assets/create_connected/textures/block/seething_catalyst.png	512	512
create_connected	17	3A86FB6788AF5201	create_connected:fan_sanding_catalyst	by_chapter/create_connected/17_3a86fb6788af5201__create_connected__fan_sanding_catalyst.png	create_connected-1.2.2-mc1.21.1.jar	assets/create_connected/textures/block/sanding_catalyst.png	512	512
create_connected	18	Gather Materals	create:andesite_casing	by_chapter/create_connected/18_gather_materals__create__andesite_casing.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/andesite_casing.png	512	512
create_connected	19	688D8E84B4745E98	create:mechanical_saw	by_chapter/create_connected/19_688d8e84b4745e98__create__mechanical_saw.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/gearbox_top.png	512	512
create_connected	20	05422CBF447A8BB8	create_connected:shear_pin	by_chapter/create_connected/20_05422cbf447a8bb8__create_connected__shear_pin.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create_connected	21	597A4A59EAE3731E	create:encased_chain_drive	by_chapter/create_connected/21_597a4a59eae3731e__create__encased_chain_drive.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/encased_chain_drive.png	512	512
create_connected	22	48989B23AE749B26	create_connected:encased_chain_cogwheel	by_chapter/create_connected/22_48989b23ae749b26__create_connected__encased_chain_cogwheel.png	1.21.1.jar	assets/minecraft/textures/block/stripped_spruce_log_top.png	512	512
create_connected	23	Obtain Crank wheel	create_connected:crank_wheel	by_chapter/create_connected/23_obtain_crank_wheel__create_connected__crank_wheel.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/cogwheel.png	512	512
create_connected	24	Obtain Clutch	create:clutch	by_chapter/create_connected/24_obtain_clutch__create__clutch.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create_connected	25	Obtain Gearshift	create:gearshift	by_chapter/create_connected/25_obtain_gearshift__create__gearshift.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create_connected	26	Obtain Parallel Gearbox	create_connected:parallel_gearbox	by_chapter/create_connected/26_obtain_parallel_gearbox__create_connected__parallel_gearbox.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create_connected	27	Obtain 6-way Gearbox.	create_connected:six_way_gearbox	by_chapter/create_connected/27_obtain_6-way_gearbox__create_connected__six_way_gearbox.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/gearbox.png	512	512
create_connected	28	Obtain Cross Connector	create_connected:cross_connector	by_chapter/create_connected/28_obtain_cross_connector__create_connected__cross_connector.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/gearbox.png	512	512
create_connected	29	Obtain Kinetic bridge	create_connected:kinetic_bridge	by_chapter/create_connected/29_obtain_kinetic_bridge__create_connected__kinetic_bridge.png	create_connected-1.2.2-mc1.21.1.jar	assets/create_connected/textures/block/kinetic_bridge_source.png	512	512
create_connected	30	Obtain Brake	create_connected:brake	by_chapter/create_connected/30_obtain_brake__create_connected__brake.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create_connected	31	Obtain Overstress clutch	create_connected:overstress_clutch	by_chapter/create_connected/31_obtain_overstress_clutch__create_connected__overstress_clutch.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create_connected	32	Obtain Centrifugal Clutch	create_connected:centrifugal_clutch	by_chapter/create_connected/32_obtain_centrifugal_clutch__create_connected__centrifugal_clutch.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create_connected	33	Obtain Freewheel clutch	create_connected:freewheel_clutch	by_chapter/create_connected/33_obtain_freewheel_clutch__create_connected__freewheel_clutch.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create_connected	34	7DD345C2DA956044	create:redstone_link	by_chapter/create_connected/34_7dd345c2da956044__create__redstone_link.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/redstone_bridge.png	512	512
create_connected	35	Obtain Linked Transmitter	create_connected:linked_transmitter	by_chapter/create_connected/35_obtain_linked_transmitter__create_connected__linked_transmitter.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/redstone_bridge.png	512	512
create_optical	00	Chapter -  &eOptical	create_optical:heavy_optical_receptor	by_chapter/create_optical/00_chapter_-_optical__create_optical__heavy_optical_receptor.png	create_optical-0.4.2.jar	assets/create_optical/textures/block/optical_receptor/heavy_optical_receptor_coil.png	512	512
create_optical	01	7B0D85DA0CAD53C8	ftbquests:custom_icon	MISSING				
create_optical	02	46085B16F9FA9ADC	create_optical:optical_source	by_chapter/create_optical/02_46085b16f9fa9adc__create_optical__optical_source.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/andesite_casing.png	512	512
create_optical	03	Obtain Optical Receptor	create_optical:optical_receptor	by_chapter/create_optical/03_obtain_optical_receptor__create_optical__optical_receptor.png	create_optical-0.4.2.jar	assets/create_optical/textures/block/optical_receptor/light_optical_receptor_coil.png	512	512
create_optical	04	Obtain Heavy Optical Receptor	create_optical:heavy_optical_receptor	by_chapter/create_optical/04_obtain_heavy_optical_receptor__create_optical__heavy_optical_receptor.png	create_optical-0.4.2.jar	assets/create_optical/textures/block/optical_receptor/heavy_optical_receptor_coil.png	512	512
create_optical	05	622B5B4CD721D8B8	create_optical:encased_mirror	by_chapter/create_optical/05_622b5b4cd721d8b8__create_optical__encased_mirror.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/andesite_casing.png	512	512
create_optical	06	0145DD635CA8F16F	create_optical:absorption_polarizing_filter	by_chapter/create_optical/06_0145dd635ca8f16f__create_optical__absorption_polarizing_filter.png	create_optical-0.4.2.jar	assets/create_optical/textures/block/absorption_polarizing_filter/vertical_filter.png	512	512
create_optical	07	754F9B65DF59C1C1	create_optical:polarizing_beam_splitter_block	by_chapter/create_optical/07_754f9b65df59c1c1__create_optical__polarizing_beam_splitter_block.png	create_optical-0.4.2.jar	assets/create_optical/textures/block/polarizing_beam_splitter_block/polarizing_beam_splitter_cube.png	512	512
create_optical	08	Obtain Optical Sensor	create_optical:optical_sensor	by_chapter/create_optical/08_obtain_optical_sensor__create_optical__optical_sensor.png	create_optical-0.4.2.jar	assets/create_optical/textures/block/optical_sensor/sensor_base_andesite.png	512	512
create_optical	09	Obtain Beam Condenser	create_optical:beam_condenser	by_chapter/create_optical/09_obtain_beam_condenser__create_optical__beam_condenser.png	create_optical-0.4.2.jar	assets/create_optical/textures/block/beam_condenser/beam_condenser_base.png	512	512
create_optical	10	6F5D431065508C0B	create_optical:beam_focuser	by_chapter/create_optical/10_6f5d431065508c0b__create_optical__beam_focuser.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/axis.png	512	512
create_optical	11	Obtain Hologram Source.	create_optical:hologram_source	by_chapter/create_optical/11_obtain_hologram_source__create_optical__hologram_source.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/andesite_casing_short.png	512	512
create_optical	12	714382D8E9E06DB7	create_optical:beam_reader	by_chapter/create_optical/12_714382d8e9e06db7__create_optical__beam_reader.png	create_optical-0.4.2.jar	assets/create_optical/textures/block/beam_reader/beam_reader_base.png	512	512
create_optical	13	65C171B1CD610846	create_optical:beam_modulator	by_chapter/create_optical/13_65c171b1cd610846__create_optical__beam_modulator.png	create_optical-0.4.2.jar	assets/create_optical/textures/block/optical_source/optical_source_laser.png	512	512
create_optical	14	Obtain Optical Device	create_optical:optical_device	by_chapter/create_optical/14_obtain_optical_device__create_optical__optical_device.png	create_optical-0.4.2.jar	assets/create_optical/textures/item/optical_device.png	512	512
create_optical	15	Obtain Copper Coil	create_optical:copper_coil	by_chapter/create_optical/15_obtain_copper_coil__create_optical__copper_coil.png	create_optical-0.4.2.jar	assets/create_optical/textures/item/copper_coil.png	512	512
create_optical	16	Obtain Golden Coil	create_optical:golden_coil	by_chapter/create_optical/16_obtain_golden_coil__create_optical__golden_coil.png	create_optical-0.4.2.jar	assets/create_optical/textures/item/golden_coil.png	512	512
create_optical	17	Obtain Zinc Coil.	create_optical:zinc_coil	by_chapter/create_optical/17_obtain_zinc_coil__create_optical__zinc_coil.png	create_optical-0.4.2.jar	assets/create_optical/textures/item/zinc_coil.png	512	512
create_optical	18	Obtain Rose Quartz Catalyst Coil	create_optical:rose_quartz_catalyst_coil	by_chapter/create_optical/18_obtain_rose_quartz_catalyst_coil__create_optical__rose_quartz_catalyst_coil.png	create_optical-0.4.2.jar	assets/create_optical/textures/item/rose_quartz_catalyst_coil.png	512	512
create_optical	19	Obtain Mirrors	create_optical:mirror	by_chapter/create_optical/19_obtain_mirrors__create_optical__mirror.png	create_optical-0.4.2.jar	assets/create_optical/textures/item/mirror.png	512	512
create_optical	20	Obtain Polarizing Filter	create_optical:polarizing_filter	by_chapter/create_optical/20_obtain_polarizing_filter__create_optical__polarizing_filter.png	create_optical-0.4.2.jar	assets/create_optical/textures/item/polarizing_filter.png	512	512
create_optical	21	Obtain Amethyst shards	minecraft:amethyst_shard	by_chapter/create_optical/21_obtain_amethyst_shards__minecraft__amethyst_shard.png	1.21.1.jar	assets/minecraft/textures/item/amethyst_shard.png	512	512
create_optical	22	Craft Tinted Glass	minecraft:tinted_glass	by_chapter/create_optical/22_craft_tinted_glass__minecraft__tinted_glass.png	1.21.1.jar	assets/minecraft/textures/block/tinted_glass.png	512	512
create_optical	23	6057AD45BCBCD504	create_optical:thermal_optical_source	by_chapter/create_optical/23_6057ad45bcbcd504__create_optical__thermal_optical_source.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/fluid_tank.png	512	512
create_optical	24	Obtain Andesite Alloy	create:andesite_alloy	by_chapter/create_optical/24_obtain_andesite_alloy__create__andesite_alloy.png	create-1.21.1-6.0.10.jar	assets/create/textures/item/andesite_alloy.png	512	512
create_optical	25	Gather Supplies	minecraft:glow_ink_sac	by_chapter/create_optical/25_gather_supplies__minecraft__glow_ink_sac.png	1.21.1.jar	assets/minecraft/textures/item/glow_ink_sac.png	512	512
create_optical	26	Craft Glass Panes	minecraft:glass_pane	by_chapter/create_optical/26_craft_glass_panes__minecraft__glass_pane.png	1.21.1.jar	assets/minecraft/textures/block/glass.png	512	512
create_optical	27	Gather Supplies	create:iron_sheet	by_chapter/create_optical/27_gather_supplies__create__iron_sheet.png	create-1.21.1-6.0.10.jar	assets/create/textures/item/iron_sheet.png	512	512
create_optical	28	1E9ACA08610D9507	create:spout	by_chapter/create_optical/28_1e9aca08610d9507__create__spout.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/copper_underside.png	512	512
deep_dark	00	Chapter -  &eDeep Dark	create_deep_dark:echo_ingot	by_chapter/deep_dark/00_chapter_-_deep_dark__create_deep_dark__echo_ingot.png	create_deep_dark-3.0.2-neoforge-1.21.1.jar	assets/create_deep_dark/textures/item/echo_ingot.png	512	512
deep_dark	01	Welcome to Deep Dark	minecraft:torch	by_chapter/deep_dark/01_welcome_to_deep_dark__minecraft__torch.png	1.21.1.jar	assets/minecraft/textures/block/torch.png	512	512
deep_dark	02	Obtain Echo Shard	minecraft:echo_shard	by_chapter/deep_dark/02_obtain_echo_shard__minecraft__echo_shard.png	1.21.1.jar	assets/minecraft/textures/item/echo_shard.png	512	512
deep_dark	03	34B833D58C45952C	create:mechanical_mixer	by_chapter/deep_dark/03_34b833d58c45952c__create__mechanical_mixer.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/mixer_base_side.png	512	512
deep_dark	04	Obtain molten Echo bucket	create_deep_dark:molten_echo_bucket	by_chapter/deep_dark/04_obtain_molten_echo_bucket__create_deep_dark__molten_echo_bucket.png	create_deep_dark-3.0.2-neoforge-1.21.1.jar	assets/create_deep_dark/textures/item/bucket_echo.png	512	512
deep_dark	05	36ECE457C7EB0613	minecraft:netherite_ingot	by_chapter/deep_dark/05_36ece457c7eb0613__minecraft__netherite_ingot.png	1.21.1.jar	assets/minecraft/textures/item/netherite_ingot.png	512	512
deep_dark	06	Spout, Press \& Molten Echo	create:spout	by_chapter/deep_dark/06_spout_press_molten_echo__create__spout.png	create-1.21.1-6.0.10.jar	assets/create/textures/block/copper_underside.png	512	512
deep_dark	07	Obtain Echo Ingot	create_deep_dark:echo_ingot	by_chapter/deep_dark/07_obtain_echo_ingot__create_deep_dark__echo_ingot.png	create_deep_dark-3.0.2-neoforge-1.21.1.jar	assets/create_deep_dark/textures/item/echo_ingot.png	512	512
deep_dark	08	13C3C7E74182F8EF	create_deep_dark:echo_armor_helmet	by_chapter/deep_dark/08_13c3c7e74182f8ef__create_deep_dark__echo_armor_helmet.png	create_deep_dark-3.0.2-neoforge-1.21.1.jar	assets/create_deep_dark/textures/item/echo_shard_helmet.png	512	512
